iso_code	Country	date	total_cases	new_cases	total_deaths	new_deaths	total_cases_per_million	new_cases_per_million	total_deaths_per_million	new_deaths_per_million	stringency_index	population	population_density	median_age	aged_65_older	aged_70_older	gdp_per_capita	extreme_poverty	cvd_death_rate	diabetes_prevalence	female_smokers	male_smokers	handwashing_facilities	hospital_beds_per_100k	HDI	HealthExpenseperGDP	log_population
GRC	Greece	21/05/2020	2850.0	10.0	166.0	1.0	273.432	0.959	15.926	0.096		10423056.0	83.479	45.3	20.396	14.524	24574.382	1.5	175.695	4.55	35.3	52.0		4.21	0.872	7.846	16.16
GRC	Greece	22/05/2020	2853.0	3.0	168.0	2.0	273.72	0.288	16.118	0.192		10423056.0	83.479	45.3	20.396	14.524	24574.382	1.5	175.695	4.55	35.3	52.0		4.21	0.872	7.846	16.16
GRC	Greece	23/05/2020	2873.0	20.0	169.0	1.0	275.639	1.919	16.214	0.096		10423056.0	83.479	45.3	20.396	14.524	24574.382	1.5	175.695	4.55	35.3	52.0		4.21	0.872	7.846	16.16
GRC	Greece	24/05/2020	2876.0	3.0	171.0	2.0	275.927	0.288	16.406	0.192		10423056.0	83.479	45.3	20.396	14.524	24574.382	1.5	175.695	4.55	35.3	52.0		4.21	0.872	7.846	16.16
GUM	Guam	22/03/2020	15.0	1.0	1.0	1.0	88.872	5.925	5.925	5.925	69.71	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	23/03/2020	27.0	12.0	1.0	0.0	159.969	71.097	5.925	0.0	69.71	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	24/03/2020	29.0	2.0	1.0	0.0	171.818	11.85	5.925	0.0	69.71	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	25/03/2020	32.0	3.0	1.0	0.0	189.593	17.774	5.925	0.0	69.71	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	26/03/2020	37.0	5.0	1.0	0.0	219.216	29.624	5.925	0.0	69.71	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	27/03/2020	49.0	12.0	1.0	0.0	290.314	71.097	5.925	0.0	69.71	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	28/03/2020	51.0	2.0	1.0	0.0	302.163	11.85	5.925	0.0	69.71	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	29/03/2020	55.0	4.0	1.0	0.0	325.862	23.699	5.925	0.0	69.71	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	30/03/2020	56.0	1.0	1.0	0.0	331.787	5.925	5.925	0.0	69.71	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	31/03/2020	60.0	4.0	1.0	0.0	355.486	23.699	5.925	0.0	69.71	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	01/04/2020	69.0	9.0	3.0	2.0	408.809	53.323	17.774	11.85	69.71	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	02/04/2020	77.0	8.0	3.0	0.0	456.207	47.398	17.774	0.0	69.71	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	03/04/2020	82.0	5.0	3.0	0.0	485.831	29.624	17.774	0.0	69.71	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	04/04/2020	87.0	5.0	4.0	1.0	515.455	29.624	23.699	5.925	69.71	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	05/04/2020	93.0	6.0	4.0	0.0	551.003	35.549	23.699	0.0	69.71	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	06/04/2020	110.0	17.0	4.0	0.0	651.724	100.721	23.699	0.0	69.71	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	07/04/2020	112.0	2.0	4.0	0.0	663.574	11.85	23.699	0.0	69.71	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	08/04/2020	121.0	9.0	4.0	0.0	716.897	53.323	23.699	0.0	69.71	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	09/04/2020	125.0	4.0	4.0	0.0	740.596	23.699	23.699	0.0	69.71	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	10/04/2020	128.0	3.0	4.0	0.0	758.37	17.774	23.699	0.0	69.71	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	11/04/2020	130.0	2.0	4.0	0.0	770.22	11.85	23.699	0.0	77.65	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	12/04/2020	133.0	3.0	5.0	1.0	787.994	17.774	29.624	5.925	77.65	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	13/04/2020	133.0	0.0	5.0	0.0	787.994	0.0	29.624	0.0	77.65	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	14/04/2020	134.0	1.0	5.0	0.0	793.919	5.925	29.624	0.0	77.65	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	15/04/2020	135.0	1.0	5.0	0.0	799.844	5.925	29.624	0.0	77.65	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	16/04/2020	135.0	0.0	5.0	0.0	799.844	0.0	29.624	0.0	77.65	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	17/04/2020	135.0	0.0	5.0	0.0	799.844	0.0	29.624	0.0	77.65	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	18/04/2020	136.0	1.0	5.0	0.0	805.768	5.925	29.624	0.0	77.65	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	19/04/2020	136.0	0.0	5.0	0.0	805.768	0.0	29.624	0.0	77.65	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	20/04/2020	136.0	0.0	5.0	0.0	805.768	0.0	29.624	0.0	77.65	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	21/04/2020	136.0	0.0	5.0	0.0	805.768	0.0	29.624	0.0	77.65	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	22/04/2020	136.0	0.0	5.0	0.0	805.768	0.0	29.624	0.0	77.65	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	23/04/2020	137.0	1.0	5.0	0.0	811.693	5.925	29.624	0.0	77.65	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	24/04/2020	140.0	3.0	5.0	0.0	829.467	17.774	29.624	0.0	77.65	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	25/04/2020	141.0	1.0	5.0	0.0	835.392	5.925	29.624	0.0	77.65	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	26/04/2020	141.0	0.0	5.0	0.0	835.392	0.0	29.624	0.0	77.65	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	27/04/2020	142.0	1.0	5.0	0.0	841.317	5.925	29.624	0.0	77.65	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	28/04/2020	144.0	2.0	5.0	0.0	853.166	11.85	29.624	0.0	76.85	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	29/04/2020	145.0	1.0	5.0	0.0	859.091	5.925	29.624	0.0	76.85	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	30/04/2020	145.0	0.0	5.0	0.0	859.091	0.0	29.624	0.0	76.85	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	01/05/2020	146.0	1.0	5.0	0.0	865.016	5.925	29.624	0.0	76.85	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	02/05/2020	146.0	0.0	5.0	0.0	865.016	0.0	29.624	0.0	76.85	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	03/05/2020	148.0	2.0	5.0	0.0	876.866	11.85	29.624	0.0	76.85	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	04/05/2020	149.0	1.0	5.0	0.0	882.79	5.925	29.624	0.0	76.85	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	05/05/2020	149.0	0.0	5.0	0.0	882.79	0.0	29.624	0.0	76.85	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	06/05/2020	149.0	0.0	5.0	0.0	882.79	0.0	29.624	0.0	76.85	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	07/05/2020	151.0	2.0	5.0	0.0	894.64	11.85	29.624	0.0	76.85	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	08/05/2020	151.0	0.0	5.0	0.0	894.64	0.0	29.624	0.0	76.85	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	09/05/2020	151.0	0.0	5.0	0.0	894.64	0.0	29.624	0.0	76.85	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	10/05/2020	151.0	0.0	5.0	0.0	894.64	0.0	29.624	0.0	76.85	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	11/05/2020	151.0	0.0	5.0	0.0	894.64	0.0	29.624	0.0	76.85	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	12/05/2020	152.0	1.0	5.0	0.0	900.565	5.925	29.624	0.0	76.85	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	13/05/2020	152.0	0.0	5.0	0.0	900.565	0.0	29.624	0.0	76.85	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	14/05/2020	152.0	0.0	5.0	0.0	900.565	0.0	29.624	0.0	76.85	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	15/05/2020	154.0	2.0	5.0	0.0	912.414	11.85	29.624	0.0	76.85	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	16/05/2020	154.0	0.0	5.0	0.0	912.414	0.0	29.624	0.0	76.85	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	17/05/2020	154.0	0.0	5.0	0.0	912.414	0.0	29.624	0.0	76.85	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	18/05/2020	154.0	0.0	5.0	0.0	912.414	0.0	29.624	0.0	76.85	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	19/05/2020	154.0	0.0	5.0	0.0	912.414	0.0	29.624	0.0	76.85	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	20/05/2020	154.0	0.0	5.0	0.0	912.414	0.0	29.624	0.0	76.85	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	21/05/2020	165.0	11.0	5.0	0.0	977.587	65.172	29.624	0.0	76.85	168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	22/05/2020	165.0	0.0	5.0	0.0	977.587	0.0	29.624	0.0		168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	23/05/2020	165.0	0.0	5.0	0.0	977.587	0.0	29.624	0.0		168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
GUM	Guam	24/05/2020	166.0	1.0	5.0	0.0	983.511	5.925	29.624	0.0		168783.0	304.128	31.4	9.551	5.493			310.496	21.52							12.036
HRV	Croatia	25/03/2020	382.0	76.0	1.0	1.0	93.051	18.513	0.244	0.244	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	26/03/2020	418.0	36.0	1.0	0.0	101.82	8.769	0.244	0.0	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	27/03/2020	495.0	77.0	2.0	1.0	120.577	18.756	0.487	0.244	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	28/03/2020	586.0	91.0	3.0	1.0	142.743	22.167	0.731	0.244	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	29/03/2020	657.0	71.0	5.0	2.0	160.038	17.295	1.218	0.487	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	30/03/2020	713.0	56.0	6.0	1.0	173.679	13.641	1.462	0.244	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	31/03/2020	790.0	77.0	6.0	0.0	192.436	18.756	1.462	0.0	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	01/04/2020	867.0	77.0	6.0	0.0	211.192	18.756	1.462	0.0	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	02/04/2020	963.0	96.0	6.0	0.0	234.577	23.385	1.462	0.0	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	03/04/2020	1011.0	48.0	7.0	1.0	246.269	11.692	1.705	0.244	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	04/04/2020	1079.0	68.0	8.0	1.0	262.833	16.564	1.949	0.244	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	05/04/2020	1126.0	47.0	12.0	4.0	274.282	11.449	2.923	0.974	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	06/04/2020	1182.0	56.0	15.0	3.0	287.923	13.641	3.654	0.731	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	07/04/2020	1222.0	40.0	16.0	1.0	297.666	9.744	3.897	0.244	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	08/04/2020	1282.0	60.0	18.0	2.0	312.282	14.615	4.385	0.487	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	09/04/2020	1343.0	61.0	19.0	1.0	327.141	14.859	4.628	0.244	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	10/04/2020	1407.0	64.0	20.0	1.0	342.73	15.59	4.872	0.244	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	11/04/2020	1495.0	88.0	21.0	1.0	364.166	21.436	5.115	0.244	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	12/04/2020	1534.0	39.0	21.0	0.0	373.666	9.5	5.115	0.0	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	13/04/2020	1600.0	66.0	23.0	2.0	389.743	16.077	5.603	0.487	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	14/04/2020	1650.0	50.0	25.0	2.0	401.923	12.179	6.09	0.487	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	15/04/2020	1704.0	54.0	31.0	6.0	415.076	13.154	7.551	1.462	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	16/04/2020	1741.0	37.0	34.0	3.0	424.089	9.013	8.282	0.731	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	17/04/2020	1791.0	50.0	35.0	1.0	436.269	12.179	8.526	0.244	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	18/04/2020	1814.0	23.0	36.0	1.0	441.871	5.603	8.769	0.244	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	19/04/2020	1832.0	18.0	39.0	3.0	446.256	4.385	9.5	0.731	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	20/04/2020	1871.0	39.0	47.0	8.0	455.756	9.5	1.145	1.949	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	21/04/2020	1881.0	10.0	47.0	0.0	458.192	2.436	1.145	0.0	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	22/04/2020	1908.0	27.0	48.0	1.0	464.769	6.577	11.692	0.244	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	23/04/2020	1950.0	42.0	48.0	0.0	474.999	10.231	11.692	0.0	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	24/04/2020	1981.0	31.0	50.0	2.0	482.551	7.551	12.179	0.487	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	25/04/2020	2009.0	28.0	51.0	1.0	489.371	6.821	12.423	0.244	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	26/04/2020	2016.0	7.0	54.0	3.0	491.076	1.705	13.154	0.731	97.35	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	27/04/2020	2030.0	14.0	55.0	1.0	494.487	3.41	13.397	0.244	91.54	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	28/04/2020	2039.0	9.0	59.0	4.0	496.679	2.192	14.372	0.974	91.54	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	29/04/2020	2047.0	8.0	63.0	4.0	498.628	1.949	15.346	0.974	91.54	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	30/04/2020	2062.0	15.0	67.0	4.0	502.281	3.654	16.32	0.974	91.54	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	01/05/2020	2076.0	14.0	69.0	2.0	505.692	3.41	16.808	0.487	91.54	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	02/05/2020	2085.0	9.0	75.0	6.0	507.884	2.192	18.269	1.462	91.54	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	03/05/2020	2088.0	3.0	77.0	2.0	508.615	0.731	18.756	0.487	91.54	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	04/05/2020	2096.0	8.0	79.0	2.0	510.564	1.949	19.244	0.487	91.54	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	05/05/2020	2101.0	5.0	80.0	1.0	511.781	1.218	19.487	0.244	91.54	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	06/05/2020	2112.0	11.0	83.0	3.0	514.461	2.679	20.218	0.731	91.54	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	07/05/2020	2119.0	7.0	85.0	2.0	516.166	1.705	20.705	0.487	91.54	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	08/05/2020	2125.0	6.0	86.0	1.0	517.628	1.462	20.949	0.244	91.54	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	09/05/2020	2161.0	36.0	86.0	0.0	526.397	8.769	20.949	0.0	91.54	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	10/05/2020	2176.0	15.0	87.0	1.0	530.051	3.654	21.192	0.244	91.54	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	11/05/2020	2187.0	11.0	90.0	3.0	532.73	2.679	21.923	0.731	66.53	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	12/05/2020	2196.0	9.0	91.0	1.0	534.922	2.192	22.167	0.244	66.53	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	13/05/2020	2207.0	11.0	91.0	0.0	537.602	2.679	22.167	0.0	66.53	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	14/05/2020	2213.0	6.0	94.0	3.0	539.063	1.462	22.897	0.731	66.53	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	15/05/2020	2221.0	8.0	94.0	0.0	541.012	1.949	22.897	0.0	66.53	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	16/05/2020	2222.0	1.0	95.0	1.0	541.256	0.244	23.141	0.244	66.53	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	17/05/2020	2224.0	2.0	95.0	0.0	541.743	0.487	23.141	0.0	66.53	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	18/05/2020	2226.0	2.0	95.0	0.0	542.23	0.487	23.141	0.0	66.53	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	19/05/2020	2228.0	2.0	95.0	0.0	542.717	0.487	23.141	0.0	66.53	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	20/05/2020	2232.0	4.0	96.0	1.0	543.692	0.974	23.385	0.244	66.53	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	21/05/2020	2234.0	2.0	96.0	0.0	544.179	0.487	23.385	0.0	66.53	4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	22/05/2020	2237.0	3.0	97.0	1.0	544.91	0.731	23.628	0.244		4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	23/05/2020	2243.0	6.0	99.0	2.0	546.371	1.462	24.115	0.487		4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HRV	Croatia	24/05/2020	2243.0	0.0	99.0	0.0	546.371	0.0	24.115	0.0		4105268.0	73.726	44.0	19.724	13.053	22669.797	0.7	253.782	5.59	34.3	39.9		5.54	0.837		15.228
HUN	Hungary	16/03/2020	39.0	8.0	1.0	1.0	4.037	0.828	0.104	0.104	74.99	9660350.0	108.043	43.4	18.577	11.976	26777.561	0.5	278.296	7.55	26.8	34.8		7.02	0.845	6.593	16.084
HUN	Hungary	17/03/2020	50.0	11.0	1.0	0.0	5.176	1.139	0.104	0.0	74.99	9660350.0	108.043	43.4	18.577	11.976	26777.561	0.5	278.296	7.55	26.8	34.8		7.02	0.845	6.593	16.084
HUN	Hungary	18/03/2020	50.0	0.0	1.0	0.0	5.176	0.0	0.104	0.0	74.99	9660350.0	108.043	43.4	18.577	11.976	26777.561	0.5	278.296	7.55	26.8	34.8		7.02	0.845	6.593	16.084
HUN	Hungary	19/03/2020	73.0	23.0	1.0	0.0	7.557	2.381	0.104	0.0	74.99	9660350.0	108.043	43.4	18.577	11.976	26777.561	0.5	278.296	7.55	26.8	34.8		7.02	0.845	6.593	16.084
HUN	Hungary	20/03/2020	85.0	12.0	1.0	0.0	8.799	1.242	0.104	0.0	74.99	9660350.0	108.043	43.4	18.577	11.976	26777.561	0.5	278.296	7.55	26.8	34.8		7.02	0.845	6.593	16.084
HUN	Hungary	21/03/2020	103.0	18.0	4.0	3.0	10.662	1.863	0.414	0.311	74.99	9660350.0	108.043	43.4	18.577	11.976	26777.561	0.5	278.296	7.55	26.8	34.8		7.02	0.845	6.593	16.084
HUN	Hungary	22/03/2020	131.0	28.0	4.0	0.0	13.561	2.898	0.414	0.0	74.99	9660350.0	108.043	43.4	18.577	11.976	26777.561	0.5	278.296	7.55	26.8	34.8		7.02	0.845	6.593	16.084
HUN	Hungary	23/03/2020	167.0	36.0	7.0	3.0	17.287	3.727	0.725	0.311	71.82	9660350.0	108.043	43.4	18.577	11.976	26777.561	0.5	278.296	7.55	26.8	34.8		7.02	0.845	6.593	16.084
HUN	Hungary	24/03/2020	187.0	20.0	8.0	1.0	19.357	2.07	0.828	0.104	71.82	9660350.0	108.043	43.4	18.577	11.976	26777.561	0.5	278.296	7.55	26.8	34.8		7.02	0.845	6.593	16.084
HUN	Hungary	25/03/2020	226.0	39.0	10.0	2.0	23.395	4.037	1.035	0.207	71.82	9660350.0	108.043	43.4	18.577	11.976	26777.561	0.5	278.296	7.55	26.8	34.8		7.02	0.845	6.593	16.084
