iso_code	Country	date	total_cases	new_cases	total_deaths	new_deaths	total_cases_per_million	new_cases_per_million	total_deaths_per_million	new_deaths_per_million	stringency_index	population	population_density	median_age	aged_65_older	aged_70_older	gdp_per_capita	extreme_poverty	cvd_death_rate	diabetes_prevalence	female_smokers	male_smokers	handwashing_facilities	hospital_beds_per_100k	HDI	HealthExpenseperGDP	log_population
ARG	Argentina	08/05/2020	5358.0	163.0	282.0	9.0	118.551	3.607	6.24	0.199	87.57	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	09/05/2020	5598.0	240.0	293.0	11.0	123.861	5.31	6.483	0.243	87.57	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	10/05/2020	5763.0	165.0	300.0	7.0	127.512	3.651	6.638	0.155	87.57	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	11/05/2020	5776.0	13.0	300.0	0.0	127.8	0.288	6.638	0.0	91.54	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	12/05/2020	6021.0	245.0	305.0	5.0	133.22	5.421	6.748	0.111	91.54	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	13/05/2020	6550.0	529.0	319.0	14.0	144.925	11.705	7.058	0.31	91.54	45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	14/05/2020	6866.0	316.0	329.0	10.0	151.917	69.92	7.279	0.221		45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	15/05/2020	7121.0	255.0	353.0	24.0	157.559	5.642	7.81	0.531		45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	16/05/2020	7466.0	345.0	356.0	3.0	165.192	7.633	7.877	0.066		45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	17/05/2020	7792.0	326.0	363.0	7.0	172.405	7.213	8.032	0.155		45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	18/05/2020	7792.0	0.0	366.0	3.0	172.405	0.0	8.098	0.066		45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	19/05/2020	8358.0	566.0	382.0	16.0	184.929	12.523	8.452	0.354		45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	20/05/2020	8796.0	438.0	393.0	11.0	194.62	9.691	8.696	0.243		45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	21/05/2020	9270.0	474.0	403.0	10.0	205.108	10.488	8.917	0.221		45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	22/05/2020	9918.0	648.0	416.0	13.0	219.445	14.338	9.204	0.288		45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	23/05/2020	10636.0	718.0	433.0	17.0	235.332	15.886	9.581	0.376		45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
ARG	Argentina	24/05/2020	11340.0	704.0	445.0	12.0	250.908	15.577	9.846	0.266		45195777.0	16.177	31.9	11.198	7.441	18933.907	0.6	191.032	5.5	16.2	27.7		5.0	0.83		17.627
AUS	Australia	01/03/2020	26.0	1.0	1.0	1.0	1.02	0.039	0.039	0.039	19.44	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	02/03/2020	29.0	3.0	1.0	0.0	1.137	0.118	0.039	0.0	19.44	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	03/03/2020	33.0	4.0	1.0	0.0	1.294	0.157	0.039	0.0	19.44	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	04/03/2020	41.0	8.0	1.0	0.0	1.608	0.314	0.039	0.0	19.44	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	05/03/2020	52.0	11.0	2.0	1.0	2.039	0.431	0.078	0.039	19.44	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	06/03/2020	59.0	7.0	2.0	0.0	2.314	0.275	0.078	0.0	19.44	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	07/03/2020	63.0	4.0	2.0	0.0	2.471	0.157	0.078	0.0	19.44	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	08/03/2020	74.0	11.0	3.0	1.0	2.902	0.431	0.118	0.039	19.44	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	09/03/2020	80.0	6.0	3.0	0.0	3.137	0.235	0.118	0.0	19.44	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	10/03/2020	100.0	20.0	3.0	0.0	3.922	0.784	0.118	0.0	19.44	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	11/03/2020	112.0	12.0	3.0	0.0	4.392	0.471	0.118	0.0	19.44	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	12/03/2020	126.0	14.0	3.0	0.0	4.941	0.549	0.118	0.0	19.44	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	13/03/2020	156.0	30.0	3.0	0.0	6.118	1.176	0.118	0.0	19.44	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	14/03/2020	197.0	41.0	3.0	0.0	7.726	1.608	0.118	0.0	19.44	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	15/03/2020	249.0	52.0	3.0	0.0	9.765	2.039	0.118	0.0	19.44	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	16/03/2020	298.0	49.0	5.0	2.0	11.686	1.922	0.196	0.078	30.56	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	17/03/2020	375.0	77.0	5.0	0.0	14.706	3.02	0.196	0.0	30.56	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	18/03/2020	454.0	79.0	5.0	0.0	17.804	3.098	0.196	0.0	34.53	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	19/03/2020	565.0	111.0	6.0	1.0	22.157	4.353	0.235	0.039	42.47	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	20/03/2020	709.0	144.0	6.0	0.0	27.804	5.647	0.235	0.0	45.24	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	21/03/2020	874.0	165.0	7.0	1.0	34.275	6.471	0.275	0.039	45.24	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	22/03/2020	1098.0	224.0	7.0	0.0	43.059	8.784	0.275	0.0	45.24	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	23/03/2020	1709.0	611.0	7.0	0.0	67.02	23.961	0.275	0.0	50.54	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	24/03/2020	1823.0	114.0	7.0	0.0	71.491	4.471	0.275	0.0	63.11	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	25/03/2020	2423.0	600.0	8.0	1.0	95.02	23.53	0.314	0.039	63.11	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	26/03/2020	2799.0	376.0	11.0	3.0	109.765	14.745	0.431	0.118	63.11	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	27/03/2020	3166.0	367.0	13.0	2.0	124.157	14.392	0.51	0.078	63.11	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	28/03/2020	3378.0	212.0	13.0	0.0	132.471	8.314	0.51	0.0	63.11	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	29/03/2020	3809.0	431.0	14.0	1.0	149.373	16.902	0.549	0.039	71.44	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	30/03/2020	4093.0	284.0	16.0	2.0	160.511	11.137	0.627	0.078	71.44	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	31/03/2020	4557.0	464.0	19.0	3.0	178.707	18.196	0.745	0.118	71.44	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	01/04/2020	4707.0	150.0	20.0	1.0	184.589	58.82	0.784	0.039	71.44	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	02/04/2020	4976.0	269.0	21.0	1.0	195.138	10.549	0.824	0.039	70.91	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	03/04/2020	5224.0	248.0	23.0	2.0	204.864	9.726	0.902	0.078	70.91	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	04/04/2020	5548.0	324.0	30.0	7.0	217.57	12.706	1.176	0.275	70.91	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	05/04/2020	5687.0	139.0	34.0	4.0	223.021	54.51	1.333	0.157	70.91	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	06/04/2020	5744.0	57.0	36.0	2.0	225.256	2.235	1.412	0.078	70.91	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	07/04/2020	5844.0	100.0	42.0	6.0	229.178	3.922	1.647	0.235	70.91	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	08/04/2020	5956.0	112.0	45.0	3.0	233.57	4.392	1.765	0.118	70.91	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	09/04/2020	6052.0	96.0	50.0	5.0	237.334	3.765	1.961	0.196	70.91	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	10/04/2020	6152.0	100.0	52.0	2.0	241.256	3.922	2.039	0.078	70.91	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	11/04/2020	6238.0	86.0	54.0	2.0	244.629	3.373	2.118	0.078	70.91	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	12/04/2020	6289.0	51.0	57.0	3.0	246.629	2.0	2.235	0.118	70.91	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	13/04/2020	6322.0	33.0	61.0	4.0	247.923	1.294	2.392	0.157	70.91	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	14/04/2020	6366.0	44.0	61.0	0.0	249.648	1.725	2.392	0.0	70.91	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	15/04/2020	6416.0	50.0	61.0	0.0	251.609	1.961	2.392	0.0	70.91	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	16/04/2020	6458.0	42.0	63.0	2.0	253.256	1.647	2.471	0.078	70.91	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	17/04/2020	6497.0	39.0	63.0	0.0	254.786	1.529	2.471	0.0	70.91	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	18/04/2020	6533.0	36.0	67.0	4.0	256.197	1.412	2.627	0.157	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	19/04/2020	6586.0	53.0	69.0	2.0	258.276	2.078	2.706	0.078	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	20/04/2020	6612.0	26.0	70.0	1.0	259.295	1.02	2.745	0.039	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	21/04/2020	6625.0	13.0	71.0	1.0	259.805	0.51	2.784	0.039	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	22/04/2020	6647.0	22.0	74.0	3.0	260.668	0.863	2.902	0.118	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	23/04/2020	6654.0	7.0	74.0	0.0	260.942	0.275	2.902	0.0	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	24/04/2020	6667.0	13.0	75.0	1.0	261.452	0.51	2.941	0.039	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	25/04/2020	6687.0	20.0	79.0	4.0	262.237	0.784	3.098	0.157	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	26/04/2020	6703.0	16.0	81.0	2.0	262.864	0.627	3.176	0.078	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	27/04/2020	6713.0	10.0	83.0	2.0	263.256	0.392	3.255	0.078	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	28/04/2020	6725.0	12.0	84.0	1.0	263.727	0.471	3.294	0.039	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	29/04/2020	6738.0	13.0	88.0	4.0	264.237	0.51	3.451	0.157	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	30/04/2020	6746.0	8.0	90.0	2.0	264.55	0.314	3.529	0.078	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	01/05/2020	6762.0	16.0	92.0	2.0	265.178	0.627	3.608	0.078	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	02/05/2020	6767.0	5.0	93.0	1.0	265.374	0.196	3.647	0.039	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	03/05/2020	6783.0	16.0	93.0	0.0	266.001	0.627	3.647	0.0	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	04/05/2020	6801.0	18.0	95.0	2.0	266.707	0.706	3.726	0.078	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	05/05/2020	6825.0	24.0	95.0	0.0	267.648	0.941	3.726	0.0	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	06/05/2020	6849.0	24.0	96.0	1.0	268.589	0.941	3.765	0.039	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	07/05/2020	6875.0	26.0	97.0	1.0	269.609	1.02	3.804	0.039	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	08/05/2020	6896.0	21.0	97.0	0.0	270.433	0.824	3.804	0.0	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	09/05/2020	6914.0	18.0	97.0	0.0	271.139	0.706	3.804	0.0	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	10/05/2020	6929.0	15.0	97.0	0.0	271.727	0.588	3.804	0.0	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	11/05/2020	6941.0	12.0	97.0	0.0	272.197	0.471	3.804	0.0	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	12/05/2020	6948.0	7.0	97.0	0.0	272.472	0.275	3.804	0.0	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	13/05/2020	6964.0	16.0	97.0	0.0	273.099	0.627	3.804	0.0	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	14/05/2020	6975.0	11.0	98.0	1.0	273.531	0.431	3.843	0.039	68.26	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	15/05/2020	6989.0	14.0	98.0	0.0	274.08	0.549	3.843	0.0	69.31	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	16/05/2020	7019.0	30.0	98.0	0.0	275.256	1.176	3.843	0.0	66.14	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	17/05/2020	7036.0	17.0	98.0	0.0	275.923	0.667	3.843	0.0	66.14	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	18/05/2020	7045.0	9.0	98.0	0.0	276.276	0.353	3.843	0.0	66.14	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	19/05/2020	7060.0	15.0	99.0	1.0	276.864	0.588	3.882	0.039	66.14	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	20/05/2020	7068.0	8.0	99.0	0.0	277.178	0.314	3.882	0.0	66.14	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	21/05/2020	7079.0	11.0	100.0	1.0	277.609	0.431	3.922	0.039	66.14	25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	22/05/2020	7081.0	2.0	100.0	0.0	277.688	0.078	3.922	0.0		25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	23/05/2020	7095.0	14.0	101.0	1.0	278.237	0.549	3.961	0.039		25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUS	Australia	24/05/2020	7106.0	11.0	102.0	1.0	278.668	0.431	4.0	0.039		25499881.0	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13.0	16.5		3.84	0.938	9.252	17.054
AUT	Austria	13/03/2020	361.0	115.0	1.0	1.0	40.083	12.769	0.111	0.111	57.27	9006400.0	106.749	44.4	19.202	13.748	45436.685	0.7	145.183	6.35	28.4	30.9		7.37	0.914	10.33	16.013
AUT	Austria	14/03/2020	504.0	143.0	1.0	0.0	55.96	15.878	0.111	0.0	57.27	9006400.0	106.749	44.4	19.202	13.748	45436.685	0.7	145.183	6.35	28.4	30.9		7.37	0.914	10.33	16.013
AUT	Austria	15/03/2020	655.0	151.0	1.0	0.0	72.726	16.766	0.111	0.0	57.27	9006400.0	106.749	44.4	19.202	13.748	45436.685	0.7	145.183	6.35	28.4	30.9		7.37	0.914	10.33	16.013
AUT	Austria	16/03/2020	860.0	205.0	1.0	0.0	95.488	22.762	0.111	0.0	84.79	9006400.0	106.749	44.4	19.202	13.748	45436.685	0.7	145.183	6.35	28.4	30.9		7.37	0.914	10.33	16.013
AUT	Austria	17/03/2020	1016.0	156.0	3.0	2.0	112.809	17.321	0.333	0.222	84.79	9006400.0	106.749	44.4	19.202	13.748	45436.685	0.7	145.183	6.35	28.4	30.9		7.37	0.914	10.33	16.013
AUT	Austria	18/03/2020	1332.0	316.0	3.0	0.0	147.895	35.086	0.333	0.0	84.79	9006400.0	106.749	44.4	19.202	13.748	45436.685	0.7	145.183	6.35	28.4	30.9		7.37	0.914	10.33	16.013
AUT	Austria	19/03/2020	1646.0	314.0	4.0	1.0	182.759	34.864	0.444	0.111	84.79	9006400.0	106.749	44.4	19.202	13.748	45436.685	0.7	145.183	6.35	28.4	30.9		7.37	0.914	10.33	16.013
AUT	Austria	20/03/2020	2196.0	550.0	6.0	2.0	243.827	61.068	0.666	0.222	84.79	9006400.0	106.749	44.4	19.202	13.748	45436.685	0.7	145.183	6.35	28.4	30.9		7.37	0.914	10.33	16.013
AUT	Austria	21/03/2020	2649.0	453.0	6.0	0.0	294.124	50.298	0.666	0.0	84.79	9006400.0	106.749	44.4	19.202	13.748	45436.685	0.7	145.183	6.35	28.4	30.9		7.37	0.914	10.33	16.013
AUT	Austria	22/03/2020	3024.0	375.0	8.0	2.0	335.761	41.637	0.888	0.222	84.79	9006400.0	106.749	44.4	19.202	13.748	45436.685	0.7	145.183	6.35	28.4	30.9		7.37	0.914	10.33	16.013
AUT	Austria	23/03/2020	3631.0	607.0	16.0	8.0	403.158	67.397	1.777	0.888	84.79	9006400.0	106.749	44.4	19.202	13.748	45436.685	0.7	145.183	6.35	28.4	30.9		7.37	0.914	10.33	16.013
AUT	Austria	24/03/2020	4486.0	855.0	25.0	9.0	498.09	94.932	2.776	0.999	84.79	9006400.0	106.749	44.4	19.202	13.748	45436.685	0.7	145.183	6.35	28.4	30.9		7.37	0.914	10.33	16.013
AUT	Austria	25/03/2020	5282.0	796.0	30.0	5.0	586.472	88.382	3.331	0.555	84.79	9006400.0	106.749	44.4	19.202	13.748	45436.685	0.7	145.183	6.35	28.4	30.9		7.37	0.914	10.33	16.013
AUT	Austria	26/03/2020	5888.0	606.0	34.0	4.0	653.757	67.285	3.775	0.444	84.79	9006400.0	106.749	44.4	19.202	13.748	45436.685	0.7	145.183	6.35	28.4	30.9		7.37	0.914	10.33	16.013
AUT	Austria	27/03/2020	7029.0	1141.0	52.0	18.0	780.445	12.669	5.774	1.999	84.79	9006400.0	106.749	44.4	19.202	13.748	45436.685	0.7	145.183	6.35	28.4	30.9		7.37	0.914	10.33	16.013
AUT	Austria	28/03/2020	7697.0	668.0	68.0	16.0	854.614	74.169	7.55	1.777	84.79	9006400.0	106.749	44.4	19.202	13.748	45436.685	0.7	145.183	6.35	28.4	30.9		7.37	0.914	10.33	16.013
AUT	Austria	29/03/2020	8291.0	594.0	68.0	0.0	920.568	65.953	7.55	0.0	84.79	9006400.0	106.749	44.4	19.202	13.748	45436.685	0.7	145.183	6.35	28.4	30.9		7.37	0.914	10.33	16.013
AUT	Austria	30/03/2020	8813.0	522.0	86.0	18.0	978.526	57.959	9.549	1.999	84.79	9006400.0	106.749	44.4	19.202	13.748	45436.685	0.7	145.183	6.35	28.4	30.9		7.37	0.914	10.33	16.013
AUT	Austria	31/03/2020	9618.0	805.0	108.0	22.0	106.791	89.381	11.991	2.443	84.79	9006400.0	106.749	44.4	19.202	13.748	45436.685	0.7	145.183	6.35	28.4	30.9		7.37	0.914	10.33	16.013
