iso_code	date	total_cases	total_deaths	total_cases_per_million	total_deaths_per_million	new_cases	new_deaths	new_deaths_per_million	new_cases_per_million	stringency_index	hospital_beds_per_1k	health_expenditure(%ofGDP)	HealthExpenseperGDP	diabetes_prevalence	cvd_death_rate	total_smokers	gdp_per_capita	HDI	median_age	aged_65_older	population_density	population	log_population	Lineage	identity percentage for NSP1	score for NSP1	identity percentage for NSP2	score for NSP2	identity percentage for NSP3	score for NSP3	identity percentage for NSP4	score for NSP4	identity percentage for NSP5	score for NSP5	identity percentage for NSP6	score for NSP6	identity percentage for NSP7	score for NSP7	identity percentage for NSP8	score for NSP8	identity percentage for NSP9	score for NSP9	identity percentage for NSP10	score for NSP10	identity percentage for NSP11	score for NSP11	identity percentage for NSP12	score for NSP12	identity percentage for NSP13	score for NSP13	identity percentage for NSP14	score for NSP14	identity percentage for NSP15	score for NSP15	identity percentage for NSP16	score for NSP16	identity percentage for Spike	score for Spike	identity percentage for NS3	score for NS3	identity percentage for E	score for E	identity percentage for M	score for M	identity percentage for NS6	score for NS6	identity percentage for NS7a	score for NS7a	identity percentage for NS7b	score for NS7b	identity percentage for NS8	score for NS8	identity percentage for N	score for N	death_growth_rate	Country	Clade_V	Clade_GH	Clade_GR	Clade_G	Clade_O	Clade_L	Clade_S
BRN	2020-03-31	135.0	1.0	308.583	2.286	135.0	1.0	2.286	376.471	53.57	2.7	2.37	170.1879	12.79	201.285	16.2	7180.925	0.845	32.4	4.591	81.347	437483.0	12.989	B.6	100.0	1299.0	100.0	4656.0	99.9	14260.0	100.0	3753.0	100.0	2284.0	99.7	2223.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6991.0	100.0	4438.0	99.8	3976.0	100.0	2535.0	100.0	2222.0	100.0	9386.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.8	3002.0	0.0	Brunei	0.0	0.0	0.0	0.0	1.0	0.0	0.0
BRN	2020-04-30	139.0	1.0	317.727	2.286	4.0	0.0	0.0	9.144	60.71	2.7	2.37	170.1879	12.79	201.285	16.2	7180.925	0.845	32.4	4.591	81.347	437483.0	12.989	B.6	100.0	1299.0	100.0	4656.0	99.9	14260.0	100.0	3753.0	100.0	2284.0	99.7	2223.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6991.0	100.0	4438.0	99.8	3976.0	100.0	2535.0	100.0	2222.0	100.0	9386.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.8	3002.0	-100.0	Brunei	0.0	0.0	0.0	0.0	1.0	0.0	0.0
BRN	2020-05-31	141.0	1.0	322.298	2.286	2.0	0.0	0.0	4.572	56.74	2.7	2.37	170.1879	12.79	201.285	16.2	7180.925	0.845	32.4	4.591	81.347	437483.0	12.989	B.6	100.0	1299.0	100.0	4656.0	99.9	14260.0	100.0	3753.0	100.0	2284.0	99.7	2223.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6991.0	100.0	4438.0	99.8	3976.0	100.0	2535.0	100.0	2222.0	100.0	9386.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.8	3002.0	0.0	Brunei	0.0	0.0	0.0	0.0	1.0	0.0	0.0
KHM	2020-01-31	1.0	0.0	0.06	0.0	1.0	0.0	0.0	0.06	2.78	0.8	5.92	215.7881	4.0	270.892	23.45	3645.07	0.581	25.6	4.412	906.72	16718971.0	16.632	B.1, B.1.1, A.1	100.0	1299.0	99.9375	4654.1875	99.975	14267.75	99.9875	3752.5	100.0	2284.0	99.925	2229.75	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9438	6991.125	99.9438	4432.9375	99.975	3986.75	100.0	2535.0	100.0	2222.0	99.9438	9380.375	99.85	2071.375	100.0	550.0	100.0	1667.0	99.9	464.375	100.0	901.0	100.0	340.0	99.85	916.375	99.8938	3011.4375	0.0	Cambodia	0.0	1.0	1.0	1.0	0.0	0.0	1.0
KHM	2020-02-29	1.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	2.78	0.8	5.92	215.7881	4.0	270.892	23.45	3645.07	0.581	25.6	4.412	906.72	16718971.0	16.632	B.1, B.1.1, A.1	100.0	1299.0	99.9375	4654.1875	99.975	14267.75	99.9875	3752.5	100.0	2284.0	99.925	2229.75	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9438	6991.125	99.9438	4432.9375	99.975	3986.75	100.0	2535.0	100.0	2222.0	99.9438	9380.375	99.85	2071.375	100.0	550.0	100.0	1667.0	99.9	464.375	100.0	901.0	100.0	340.0	99.85	916.375	99.8938	3011.4375	0.0	Cambodia	0.0	1.0	1.0	1.0	0.0	0.0	1.0
KHM	2020-03-31	115.0	0.0	6.878	0.0	114.0	0.0	0.0	6.82	2.78	0.8	5.92	215.7881	4.0	270.892	23.45	3645.07	0.581	25.6	4.412	906.72	16718971.0	16.632	B.1, B.1.1, A.1	100.0	1299.0	99.9375	4654.1875	99.975	14267.75	99.9875	3752.5	100.0	2284.0	99.925	2229.75	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9438	6991.125	99.9438	4432.9375	99.975	3986.75	100.0	2535.0	100.0	2222.0	99.9438	9380.375	99.85	2071.375	100.0	550.0	100.0	1667.0	99.9	464.375	100.0	901.0	100.0	340.0	99.85	916.375	99.8938	3011.4375	0.0	Cambodia	0.0	1.0	1.0	1.0	0.0	0.0	1.0
KHM	2020-04-30	122.0	0.0	7.297	0.0	7.0	0.0	0.0	0.42	2.78	0.8	5.92	215.7881	4.0	270.892	23.45	3645.07	0.581	25.6	4.412	906.72	16718971.0	16.632	B.1, B.1.1, A.1	100.0	1299.0	99.9375	4654.1875	99.975	14267.75	99.9875	3752.5	100.0	2284.0	99.925	2229.75	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9438	6991.125	99.9438	4432.9375	99.975	3986.75	100.0	2535.0	100.0	2222.0	99.9438	9380.375	99.85	2071.375	100.0	550.0	100.0	1667.0	99.9	464.375	100.0	901.0	100.0	340.0	99.85	916.375	99.8938	3011.4375	0.0	Cambodia	0.0	1.0	1.0	1.0	0.0	0.0	1.0
KHM	2020-05-31	124.0	0.0	7.417	0.0	2.0	0.0	0.0	0.12	2.78	0.8	5.92	215.7881	4.0	270.892	23.45	3645.07	0.581	25.6	4.412	906.72	16718971.0	16.632	B.1, B.1.1, A.1	100.0	1299.0	99.9375	4654.1875	99.975	14267.75	99.9875	3752.5	100.0	2284.0	99.925	2229.75	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9438	6991.125	99.9438	4432.9375	99.975	3986.75	100.0	2535.0	100.0	2222.0	99.9438	9380.375	99.85	2071.375	100.0	550.0	100.0	1667.0	99.9	464.375	100.0	901.0	100.0	340.0	99.85	916.375	99.8938	3011.4375	0.0	Cambodia	0.0	1.0	1.0	1.0	0.0	0.0	1.0
CAN	2020-01-31	7.0	0.0	0.185	0.0	7.0	0.0	0.0	0.183	2.78	2.5	10.57	10.734	7.37	10.56	14.95	4401.759	0.922	41.4	16.984	4.037	37742157.0	17.446	B.1, B.1.1, A.1	100.0	1299.0	99.9375	4654.1875	99.975	14267.75	99.9875	3752.5	100.0	2284.0	99.925	2229.75	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9438	6991.125	99.9438	4432.9375	99.975	3986.75	100.0	2535.0	100.0	2222.0	99.9438	9380.375	99.85	2071.375	100.0	550.0	100.0	1667.0	99.9	464.375	100.0	901.0	100.0	340.0	99.85	916.375	99.8938	3011.4375	0.0	Canada	0.0	1.0	1.0	1.0	0.0	0.0	1.0
CAN	2020-02-29	51.0	0.0	1.351	0.0	44.0	0.0	0.0	1.163	2.78	2.5	10.57	10.734	7.37	10.56	14.95	4401.759	0.922	41.4	16.984	4.037	37742157.0	17.446	B.1, B.1.1, A.1	100.0	1299.0	99.9375	4654.1875	99.975	14267.75	99.9875	3752.5	100.0	2284.0	99.925	2229.75	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9438	6991.125	99.9438	4432.9375	99.975	3986.75	100.0	2535.0	100.0	2222.0	99.9438	9380.375	99.85	2071.375	100.0	550.0	100.0	1667.0	99.9	464.375	100.0	901.0	100.0	340.0	99.85	916.375	99.8938	3011.4375	0.0	Canada	0.0	1.0	1.0	1.0	0.0	0.0	1.0
CAN	2020-03-31	16653.0	323.0	441.231	8.558	16602.0	323.0	8.553	439.878	70.91	2.5	10.57	10.734	7.37	10.56	14.95	4401.759	0.922	41.4	16.984	4.037	37742157.0	17.446	B.1, B.1.1, B.1.5, B.2.2, A.5, B.1.13	100.0	1299.0	99.9191	4652.136	99.9785	14266.4476	99.996	3752.8459	99.9984	2283.9531	99.9627	2230.8818	99.9895	600.886	99.9974	1438.9635	100.0	821.0	100.0	1032.0	100.0	90.0	99.9283	6989.1749	99.9462	4433.2519	99.9942	3987.7133	99.9943	2534.8559	99.9969	2221.8542	99.9214	9377.7346	99.8146	2070.5035	100.0	550.0	99.9865	1666.7781	99.9917	464.9427	99.9917	900.9062	99.988	339.9323	99.8129	915.9546	99.8926	3011.0802	0.0	Canada	1.0	1.0	1.0	1.0	0.0	0.0	1.0
CAN	2020-04-30	63496.0	4232.0	1682.363	97.557	46843.0	3909.0	103.571	1241.13	70.91	2.5	10.57	10.734	7.37	10.56	14.95	4401.759	0.922	41.4	16.984	4.037	37742157.0	17.446	B.1, B.1.1, B.1.5, B.2.2, A.5, B.1.13	100.0	1299.0	99.9191	4652.136	99.9785	14266.4476	99.996	3752.8459	99.9984	2283.9531	99.9627	2230.8818	99.9895	600.886	99.9974	1438.9635	100.0	821.0	100.0	1032.0	100.0	90.0	99.9283	6989.1749	99.9462	4433.2519	99.9942	3987.7133	99.9943	2534.8559	99.9969	2221.8542	99.9214	9377.7346	99.8146	2070.5035	100.0	550.0	99.9865	1666.7781	99.9917	464.9427	99.9917	900.9062	99.988	339.9323	99.8129	915.9546	99.8926	3011.0802	1110.2167	Canada	1.0	1.0	1.0	1.0	0.0	0.0	1.0
CAN	2020-05-31	83610.0	6355.0	2215.295	168.379	20114.0	2123.0	56.249	532.932	67.74	2.5	10.57	10.734	7.37	10.56	14.95	4401.759	0.922	41.4	16.984	4.037	37742157.0	17.446	B.1, B.1.1, B.1.5, B.2.2, A.5, B.1.13	100.0	1299.0	99.9191	4652.136	99.9785	14266.4476	99.996	3752.8459	99.9984	2283.9531	99.9627	2230.8818	99.9895	600.886	99.9974	1438.9635	100.0	821.0	100.0	1032.0	100.0	90.0	99.9283	6989.1749	99.9462	4433.2519	99.9942	3987.7133	99.9943	2534.8559	99.9969	2221.8542	99.9214	9377.7346	99.8146	2070.5035	100.0	550.0	99.9865	1666.7781	99.9917	464.9427	99.9917	900.9062	99.988	339.9323	99.8129	915.9546	99.8926	3011.0802	-45.6894	Canada	1.0	1.0	1.0	1.0	0.0	0.0	1.0
CHL	2020-02-29	5.0	0.0	0.262	0.0	5.0	0.0	0.0	0.261	0.0	2.11	8.98	8.911	8.46	127.993	38.0	22767.037	0.847	35.4	11.087	242.82	19116209.0	16.766	A.2	100.0	1299.0	100.0	4656.0	99.975	14267.0	99.9	3749.5	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.975	6995.5	100.0	4438.0	99.95	3984.5	100.0	2535.0	100.0	2222.0	99.975	9383.5	99.8	2068.5	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	99.4	908.5	99.725	3000.0	0.0	Chile	0.0	0.0	1.0	1.0	0.0	0.0	0.0
CHL	2020-03-31	4815.0	37.0	251.88	1.936	4813.0	37.0	1.933	223.388	56.75	2.11	8.98	8.911	8.46	127.993	38.0	22767.037	0.847	35.4	11.087	242.82	19116209.0	16.766	B.1.1.1, B.1.5	100.0	1299.0	99.9554	4653.3447	99.9893	14268.0054	99.9899	3752.6449	99.9491	2282.813	99.9938	2231.8075	100.0	601.0	99.9848	1438.713	100.0	821.0	100.0	1032.0	100.0	90.0	99.9133	6986.8667	99.9966	4437.7702	99.9962	3987.7493	99.9965	2534.8594	100.0	2222.0	99.9053	9376.6246	99.8639	2071.2832	100.0	550.0	99.9891	1666.7609	99.9106	464.441	99.9965	900.9522	100.0	340.0	99.9165	917.5391	99.7994	3007.3178	0.0	Chile	0.0	0.0	1.0	1.0	0.0	0.0	0.0
CHL	2020-04-30	23048.0	281.0	964.365	14.7	18233.0	244.0	12.762	953.8	75.66	2.11	8.98	8.911	8.46	127.993	38.0	22767.037	0.847	35.4	11.087	242.82	19116209.0	16.766	B.1.1.1, B.1.5	100.0	1299.0	99.9554	4653.3447	99.9893	14268.0054	99.9899	3752.6449	99.9491	2282.813	99.9938	2231.8075	100.0	601.0	99.9848	1438.713	100.0	821.0	100.0	1032.0	100.0	90.0	99.9133	6986.8667	99.9966	4437.7702	99.9962	3987.7493	99.9965	2534.8594	100.0	2222.0	99.9053	9376.6246	99.8639	2071.2832	100.0	550.0	99.9891	1666.7609	99.9106	464.441	99.9965	900.9522	100.0	340.0	99.9165	917.5391	99.7994	3007.3178	559.4595	Chile	0.0	0.0	1.0	1.0	0.0	0.0	0.0
CHL	2020-05-31	65393.0	673.0	3420.814	35.206	42345.0	392.0	20.505	2215.137	78.83	2.11	8.98	8.911	8.46	127.993	38.0	22767.037	0.847	35.4	11.087	242.82	19116209.0	16.766	B.1.1.1, B.1.5	100.0	1299.0	99.9554	4653.3447	99.9893	14268.0054	99.9899	3752.6449	99.9491	2282.813	99.9938	2231.8075	100.0	601.0	99.9848	1438.713	100.0	821.0	100.0	1032.0	100.0	90.0	99.9133	6986.8667	99.9966	4437.7702	99.9962	3987.7493	99.9965	2534.8594	100.0	2222.0	99.9053	9376.6246	99.8639	2071.2832	100.0	550.0	99.9891	1666.7609	99.9106	464.441	99.9965	900.9522	100.0	340.0	99.9165	917.5391	99.7994	3007.3178	60.6557	Chile	0.0	0.0	1.0	1.0	0.0	0.0	0.0
CHN	2019-12-31	59.0	0.0	0.041	0.0	59.0	0.0	0.0	0.041	0.0	4.34	5.15	788.3987	9.74	261.899	24.7	15308.712	0.758	38.7	10.641	147.674	1439323774.0	21.087	A	99.2203	1288.6357	99.2554	4621.5564	244.9757	14095.1798	99.4217	3730.1428	100.0	2284.0	99.94	2230.4	100.0	601.0	99.63	1433.8333	100.0	821.0	100.0	1032.0	100.0	90.0	99.5244	6965.3778	99.8333	4430.4056	99.9978	3987.7778	99.9844	2534.4667	99.784	2217.1532	99.3732	9326.7564	100.0	2074.0	100.0	550.0	99.92	1665.4611	100.0	465.0	99.9556	900.5	99.9744	339.7889	99.76	914.8	99.9976	3015.6786	0.0	China	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CHN	2020-01-31	31207.0	637.0	21.682	0.443	31148.0	637.0	0.442	21.64	42.35	4.34	5.15	788.3987	9.74	261.899	24.7	15308.712	0.758	38.7	10.641	147.674	1439323774.0	21.087	B, A, B.4	100.0	1299.0	99.9793	4655.0645	99.9738	14265.4226	99.9936	3752.639	99.994	2283.8516	99.9777	2231.3136	99.9959	600.9586	99.9852	1438.6782	99.984	820.8476	100.0	1032.0	100.0	90.0	99.624	6971.96	99.9899	4437.4541	99.9944	3987.7662	99.9768	2534.5071	99.9913	2221.7773	99.9568	9381.662	99.9729	2073.1351	100.0	550.0	99.984	1666.7607	99.9903	464.9574	99.415	895.7084	99.919	339.7414	99.4232	910.9054	99.9811	3015.015	0.0	China	0.0	0.0	0.0	0.0	1.0	1.0	1.0
CHN	2020-02-29	80768.0	3072.0	56.115	2.134	49561.0	2435.0	1.692	34.433	69.86	4.34	5.15	788.3987	9.74	261.899	24.7	15308.712	0.758	38.7	10.641	147.674	1439323774.0	21.087	A, B	99.9538	1298.2308	99.9308	4652.6111	99.9829	14267.5299	99.9829	3751.3932	100.0	2284.0	99.9718	2231.1538	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9821	6996.8632	99.9949	4437.6923	99.9821	3987.1923	100.0	2535.0	100.0	2222.0	99.9962	9385.6709	99.9949	2073.8846	100.0	550.0	100.0	1667.0	99.9795	464.7692	100.0	901.0	100.0	340.0	99.6068	912.1197	99.9944	3015.75	282.2606	China	0.0	0.0	0.0	0.0	0.0	1.0	1.0
CHN	2020-03-31	82698.0	3335.0	57.456	2.317	1930.0	263.0	0.181	1.341	72.25	4.34	5.15	788.3987	9.74	261.899	24.7	15308.712	0.758	38.7	10.641	147.674	1439323774.0	21.087	B.1.3	100.0	1299.0	99.3773	4626.0227	90.1636	12859.8182	97.3	3652.9773	99.9727	2283.4545	98.9455	2207.0909	99.8909	599.8182	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	97.45	6814.7727	99.9909	4437.5909	99.9636	3986.8182	99.9864	2534.5909	98.7636	2192.5909	98.1773	9212.25	99.8182	2070.2727	99.9409	549.4091	98.6455	1643.3636	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.8455	3009.0	-89.1992	China	0.0	1.0	0.0	1.0	1.0	0.0	0.0
CHN	2020-04-30	83970.0	4637.0	58.34	3.222	1272.0	1302.0	0.904	0.883	55.17	4.34	5.15	788.3987	9.74	261.899	24.7	15308.712	0.758	38.7	10.641	147.674	1439323774.0	21.087	B.1	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	395.057	China	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CHN	2020-05-31	84084.0	4638.0	58.419	3.222	114.0	1.0	0.001	0.076	75.02	4.34	5.15	788.3987	9.74	261.899	24.7	15308.712	0.758	38.7	10.641	147.674	1439323774.0	21.087	B.1	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	100.0	2074.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	-99.9232	China	0.0	0.0	0.0	1.0	0.0	0.0	0.0
COL	2020-02-29	1.0	0.0	0.02	0.0	1.0	0.0	0.0	0.02	13.76	1.71	7.23	958.3327	7.44	124.24	11.1	13254.948	0.761	32.2	7.646	44.223	50882884.0	17.745	B.1.5	99.8277	1295.9138	99.9473	4653.2893	99.9893	14267.7107	99.9893	3752.6157	100.0	2284.0	99.9909	2231.5152	99.9537	600.4986	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.8957	6984.6818	100.0	4438.0	99.9923	3987.6529	100.0	2535.0	100.0	2222.0	99.9013	9375.8117	99.6906	2067.9606	100.0	550.0	100.0	1667.0	99.9515	464.697	99.9625	900.4601	100.0	340.0	99.9532	918.1818	99.9107	3011.624	0.0	Colombia	0.0	0.0	0.0	1.0	0.0	0.0	0.0
COL	2020-03-31	1579.0	46.0	31.032	0.904	1578.0	46.0	0.906	31.013	91.4	1.71	7.23	958.3327	7.44	124.24	11.1	13254.948	0.761	32.2	7.646	44.223	50882884.0	17.745	B.1.5	99.8277	1295.9138	99.9473	4653.2893	99.9893	14267.7107	99.9893	3752.6157	100.0	2284.0	99.9909	2231.5152	99.9537	600.4986	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.8957	6984.6818	100.0	4438.0	99.9923	3987.6529	100.0	2535.0	100.0	2222.0	99.9013	9375.8117	99.6906	2067.9606	100.0	550.0	100.0	1667.0	99.9515	464.697	99.9625	900.4601	100.0	340.0	99.9532	918.1818	99.9107	3011.624	0.0	Colombia	0.0	0.0	0.0	1.0	0.0	0.0	0.0
COL	2020-04-30	8959.0	397.0	176.071	7.802	7380.0	351.0	6.9	145.039	91.07	1.71	7.23	958.3327	7.44	124.24	11.1	13254.948	0.761	32.2	7.646	44.223	50882884.0	17.745	B.1	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.6	2067.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	663.0435	Colombia	0.0	1.0	0.0	1.0	0.0	0.0	0.0
COL	2020-05-31	20177.0	705.0	396.538	13.855	11218.0	308.0	6.053	220.469	12.7	1.71	7.23	958.3327	7.44	124.24	11.1	13254.948	0.761	32.2	7.646	44.223	50882884.0	17.745	B.1	100.0	1299.0	100.0	4656.0	100.0	14269.0	100.0	3753.0	100.0	2284.0	100.0	2232.0	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.9	6985.0	100.0	4438.0	100.0	3988.0	100.0	2535.0	100.0	2222.0	99.9	9376.0	99.6	2067.0	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	100.0	3016.0	-12.2507	Colombia	0.0	1.0	0.0	1.0	0.0	0.0	0.0
COD	2020-03-31	161.0	18.0	1.798	0.201	161.0	18.0	0.199	1.796	77.91	1.6	4.0	32.3253	6.1	318.949	3.495	808.133	0.459	17.0	3.02	35.879	89561404.0	18.31	B.1.1.1	100.0	1299.0	99.9476	4653.2381	99.9857	14267.7143	100.0	3753.0	99.9571	2283.0	99.9571	2230.7143	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.8857	6983.7143	100.0	4438.0	99.9762	3986.8095	99.9571	2533.1429	100.0	2222.0	99.8881	9374.6667	99.9429	2072.4286	100.0	550.0	99.9405	1665.8095	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.9048	3012.0	0.0	Democratic Republic of Congo	0.0	0.0	1.0	1.0	0.0	0.0	0.0
COD	2020-04-30	863.0	36.0	9.636	0.402	702.0	18.0	0.198	7.835	80.04	1.6	4.0	32.3253	6.1	318.949	3.495	808.133	0.459	17.0	3.02	35.879	89561404.0	18.31	B.1	100.0	1299.0	99.984	4655.28	99.972	14264.96	99.956	3750.76	100.0	2284.0	99.916	2229.48	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.89	6983.9	99.936	4432.88	99.952	3985.64	99.976	2534.04	100.0	2222.0	99.896	9375.6	99.888	2070.64	100.0	550.0	99.86	1664.36	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.992	3015.76	0.0	Democratic Republic of Congo	0.0	1.0	0.0	1.0	0.0	0.0	0.0
COD	2020-05-31	2141.0	63.0	23.905	0.703	1278.0	27.0	0.3	14.269	80.04	1.6	4.0	32.3253	6.1	318.949	3.495	808.133	0.459	17.0	3.02	35.879	89561404.0	18.31	B.1	100.0	1299.0	99.984	4655.28	99.972	14264.96	99.956	3750.76	100.0	2284.0	99.916	2229.48	100.0	601.0	100.0	1439.0	100.0	821.0	100.0	1032.0	100.0	90.0	99.89	6983.9	99.936	4432.88	99.952	3985.64	99.976	2534.04	100.0	2222.0	99.896	9375.6	99.888	2070.64	100.0	550.0	99.86	1664.36	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.992	3015.76	50.0	Democratic Republic of Congo	0.0	1.0	0.0	1.0	0.0	0.0	0.0
DNK	2020-02-29	23.0	0.0	3.971	0.0	23.0	0.0	0.0	3.972	15.21	2.5	10.11	10.47	6.41	11.477	17.0	46682.515	0.93	42.3	19.677	136.52	5792203.0	15.572	B.1.1	100.0	1299.0	99.975	4654.4048	99.9667	14265.8571	99.9905	3752.4762	99.9857	2283.6667	99.9667	2231.2381	100.0	601.0	100.0	1439.0	100.0	821.0	98.0762	1010.8571	100.0	90.0	99.9	6985.381	100.0	4438.0	99.9929	3987.6786	99.9893	2534.5714	99.9857	2221.4286	99.9012	9376.2262	99.9857	2073.75	100.0	550.0	100.0	1667.0	100.0	465.0	100.0	901.0	100.0	340.0	100.0	919.0	99.8869	3011.25	0.0	Denmark	0.0	0.0	1.0	1.0	0.0	0.0	0.0
DNK	2020-03-31	4681.0	187.0	808.155	32.285	4658.0	187.0	32.284	804.188	84.12	2.5	10.11	10.47	6.41	11.477	17.0	46682.515	0.93	42.3	19.677	136.52	5792203.0	15.572	B.1, B, B.1.39, B.1.1	99.995	1298.9191	99.8099	4646.114	99.9875	14267.718	99.9969	3752.8136	99.9988	2283.972	99.9975	2231.9245	99.9984	600.9841	99.999	1438.9874	99.9979	820.9792	100.0	1032.0	100.0	90.0	99.8936	6984.675	99.9916	4437.5903	99.9935	3987.7286	99.9881	2534.4733	99.9982	2221.9524	99.8895	9374.5793	99.6771	2068.2304	99.9983	549.9881	99.9867	1666.7069	99.9894	464.8942	99.9953	900.9503	99.9827	339.94	99.981	918.7294	99.968	3014.4683	0.0	Denmark	0.0	1.0	1.0	1.0	0.0	1.0	0.0
DNK	2020-04-30	9983.0	500.0	1723.524	86.323	5302.0	313.0	54.038	915.369	81.47	2.5	10.11	10.47	6.41	11.477	17.0	46682.515	0.93	42.3	19.677	136.52	5792203.0	15.572	B.1, B, B.1.39, B.1.1	99.995	1298.9191	99.8099	4646.114	99.9875	14267.718	99.9969	3752.8136	99.9988	2283.972	99.9975	2231.9245	99.9984	600.9841	99.999	1438.9874	99.9979	820.9792	100.0	1032.0	100.0	90.0	99.8936	6984.675	99.9916	4437.5903	99.9935	3987.7286	99.9881	2534.4733	99.9982	2221.9524	99.8895	9374.5793	99.6771	2068.2304	99.9983	549.9881	99.9867	1666.7069	99.9894	464.8942	99.9953	900.9503	99.9827	339.94	99.981	918.7294	99.968	3014.4683	67.3797	Denmark	0.0	1.0	1.0	1.0	0.0	1.0	0.0
DNK	2020-05-31	11289.0	561.0	1948.999	96.854	1306.0	61.0	10.534	289.176	79.49	2.5	10.11	10.47	6.41	11.477	17.0	46682.515	0.93	42.3	19.677	136.52	5792203.0	15.572	B.1, B, B.1.39, B.1.1	99.995	1298.9191	99.8099	4646.114	99.9875	14267.718	99.9969	3752.8136	99.9988	2283.972	99.9975	2231.9245	99.9984	600.9841	99.999	1438.9874	99.9979	820.9792	100.0	1032.0	100.0	90.0	99.8936	6984.675	99.9916	4437.5903	99.9935	3987.7286	99.9881	2534.4733	99.9982	2221.9524	99.8895	9374.5793	99.6771	2068.2304	99.9983	549.9881	99.9867	1666.7069	99.9894	464.8942	99.9953	900.9503	99.9827	339.94	99.981	918.7294	99.968	3014.4683	-80.5112	Denmark	0.0	1.0	1.0	1.0	0.0	1.0	0.0
